assignmentName,className,type,time
Adam Hayes,HUMRI179,Quiz,2024-02-07 12:00:00
Hannah Moore,HUMRI179,Quiz,2024-02-22 14:00:00
Alex Shepherd,EXMBM752,Assignment,2024-04-12 17:00:00
Nicholas Chung,SPNSH806,Test,2024-05-02 01:00:00
Vincent Elliott,LCOMM179,Test,2024-01-20 00:00:00
Christopher Brown,LCOMM179,Assignment,2024-05-15 13:00:00
Nancy Richardson,LCOMM179,Quiz,2024-03-01 18:00:00
Nathan Carpenter,EXMBA752,Quiz,2024-04-07 02:00:00
Diana Macdonald,EXMBA752,Assignment,2024-01-20 20:00:00
Valerie Watson,EXMBA752,Quiz,2024-05-14 06:00:00
Colleen Williams,FOUND208,Quiz,2024-01-19 13:00:00
Joseph Anderson,FOUND208,Assignment,2024-01-06 09:00:00
Sandra Meyer,FOUND208,Assignment,2024-03-14 16:00:00
Megan Thomas,LABST397,Test,2024-03-21 19:00:00
Kevin Clark,MUSIC806,Test,2024-01-10 07:00:00
James Hernandez,ADLNG611,Quiz,2024-01-28 21:00:00
Sandy Morgan,ADLNG611,Test,2024-04-26 00:00:00
Richard Miller,PACIS680,Test,2024-04-18 19:00:00
Cassandra Thomas,HMDEV243,Quiz,2024-03-25 10:00:00
Misty Thomas,HMDEV243,Quiz,2024-03-11 13:00:00
Andrea Carlson,HMDEV243,Assignment,2024-01-05 01:00:00
Christopher Torres,ACCTN669,Assignment,2024-01-08 08:00:00
Nancy Mcintyre,ACCTN669,Assignment,2024-05-04 21:00:00
Joseph Johnson,EDUCA271,Assignment,2024-01-15 00:00:00
Amanda Good,EDUCA271,Test,2024-05-08 20:00:00
Michael Mitchell,MATHS682,Quiz,2024-02-19 15:00:00
Gabriel Mullins,MATHS198,Test,2024-05-12 07:00:00
Kayla Taylor,SCIED282,Test,2024-03-15 05:00:00
Chelsea Church,SCIED282,Test,2024-04-15 02:00:00
Barry Wood,CLIMT208,Test,2024-02-16 05:00:00
Daniel Hernandez,CLIMT208,Assignment,2024-01-29 04:00:00
Timothy Robinson,EVSOC378,Test,2024-03-19 13:00:00
Ricky Smith,EVSOC378,Assignment,2024-04-29 06:00:00
Elizabeth Bell,SCIEN812,Quiz,2024-01-27 22:00:00
Brian Carter,SCIEN812,Assignment,2024-02-20 05:00:00
Alexis Reynolds,DSIGN806,Assignment,2024-04-15 09:00:00
Alan Burke,DSIGN806,Quiz,2024-04-25 22:00:00
Mark Woods,DSIGN806,Test,2024-05-25 00:00:00
Matthew Nichols,EXCOR537,Assignment,2024-04-07 16:00:00
Stacy Taylor,EXCOR537,Test,2024-05-03 03:00:00
Maurice Johnson,EXCOR537,Quiz,2024-04-02 04:00:00
Ms. Elizabeth Collins DVM,LABST682,Test,2024-05-27 09:00:00
Megan Cruz,LABST682,Quiz,2024-02-23 00:00:00
Max Brown,KOREA282,Test,2024-01-22 16:00:00
Thomas Pollard,CRIMN271,Test,2024-04-14 09:00:00
Erik Grimes,MAORI537,Quiz,2024-01-16 13:00:00
David Diaz,MAORI537,Quiz,2024-02-27 09:00:00
Kathleen Garrett,EARTH812,Test,2024-02-03 15:00:00
Kevin Sellers,HMDEV466,Assignment,2024-02-01 15:00:00
Douglas Camacho,HMDEV466,Assignment,2024-02-23 06:00:00
Blake Baker,HMDEV466,Quiz,2024-02-12 00:00:00
Miss Brittany Martinez,DATAA378,Test,2024-04-07 21:00:00
Kevin Butler,HTHPR378,Test,2024-01-08 13:00:00
Tyler Duncan,HTHPR378,Quiz,2024-02-28 00:00:00
Benjamin Ross,POPST254,Test,2024-01-21 11:00:00
Whitney Johnson,POPST254,Assignment,2024-03-12 20:00:00
Kathleen Wagner,POPST254,Test,2024-03-03 13:00:00
Mary Patrick,TECED243,Test,2024-04-04 03:00:00
Aaron Ward,TECED243,Test,2024-02-24 00:00:00
Alicia Williams,TECED243,Test,2024-01-24 15:00:00
Frank Malone,TOEDR208,Assignment,2024-04-26 20:00:00
Brian Ramos,EDSOC282,Assignment,2024-01-27 02:00:00
Jerry Johnson,EDSOC282,Test,2024-02-28 22:00:00
Leah Christensen,EDSOC282,Assignment,2024-03-26 02:00:00
Lisa Bright,THMGT752,Quiz,2024-01-31 00:00:00
Christopher Cruz,EDLED903,Test,2024-04-07 21:00:00
Amy Cunningham,EXMBM271,Test,2024-04-20 19:00:00
Sabrina Orozco,EXMBM271,Test,2024-02-02 02:00:00
Kathleen Allen,AIMLX820,Assignment,2024-03-16 05:00:00
Michael Miller,AIMLX820,Quiz,2024-04-20 22:00:00
Christina Stuart,AIMLX820,Test,2024-04-16 14:00:00
Francisco Bradford,DLRNG812,Quiz,2024-04-06 20:00:00
Sharon Williams,DLRNG812,Quiz,2024-05-09 01:00:00
Richard Ellis,EXCOR466,Test,2024-03-24 01:00:00
Sara Wood,EXCOR466,Test,2024-05-16 16:00:00
Adam Ayala,CHINE614,Quiz,2024-03-26 13:00:00
Kathleen Barrett,CHINE614,Test,2024-03-15 10:00:00
John Sullivan,CHINE614,Test,2024-01-25 17:00:00
Mitchell Vasquez,ARTSW466,Assignment,2024-03-09 02:00:00
Adam Mullen,STATS282,Assignment,2024-03-09 09:00:00
Sarah Perez,STATS282,Assignment,2024-02-18 17:00:00
Alyssa Garcia,STATS282,Quiz,2024-03-21 18:00:00
Tammy Anderson,PSYCH682,Assignment,2024-02-19 16:00:00
Kaitlin Byrd,PSYCH682,Test,2024-05-18 06:00:00
Edwin Moore,NURSE925,Quiz,2024-03-09 18:00:00
Jennifer Lee,NURSE925,Test,2024-03-22 01:00:00
Virginia Jones,MUSIC179,Test,2024-02-16 20:00:00
Robert Meyer,SCIED262,Assignment,2024-01-10 01:00:00
Troy Brown,LEGAL682,Assignment,2024-04-14 04:00:00
William Chase,LEGAL682,Test,2024-05-03 19:00:00
Mary Davenport,EXMBA198,Quiz,2024-01-05 01:00:00
Robert Nelson,EXMBA198,Test,2024-01-30 20:00:00
Brandon Johnson,EXMBA198,Test,2024-03-21 23:00:00
April Jones,AGBUS680,Test,2024-02-29 18:00:00
Scott Wood,GLOBE271,Assignment,2024-03-20 00:00:00
James Patterson,MNMGT752,Test,2024-04-21 14:00:00
Stephanie Jones,MNMGT752,Test,2024-03-13 13:00:00
Christopher Cisneros,MNMGT752,Assignment,2024-01-01 20:00:00
Joshua Gregory,ENGEE614,Assignment,2024-01-10 06:00:00
Adam Grant,ACCTN680,Assignment,2024-04-18 09:00:00
Gregory Hernandez,ENGCB820,Quiz,2024-04-15 18:00:00
Joyce Ellis,SOCWK707,Test,2024-01-12 22:00:00
John Day,SOCWK707,Assignment,2024-02-23 02:00:00
Chelsea Phelps,SOCWK707,Test,2024-03-21 08:00:00
Rebecca Hansen,PSYCH669,Assignment,2024-01-16 20:00:00
Jamie Price,POLSC806,Test,2024-03-17 03:00:00
Sarah Norman,ENVPL466,Assignment,2024-03-01 22:00:00
Donald West,ENVPL466,Test,2024-02-04 02:00:00
Jared Burton,ENVPL466,Assignment,2024-01-29 23:00:00
Stephen Adams,GLOBE812,Test,2024-01-29 01:00:00
Scott Goodwin,GLOBE812,Assignment,2024-03-15 01:00:00
Alexander Jackson,DINST682,Assignment,2024-03-26 11:00:00
Amber Ingram,DINST682,Assignment,2024-04-29 20:00:00
Benjamin Smith,CLIMT925,Assignment,2024-05-06 22:00:00
Alexandra Hansen,CLIMT925,Quiz,2024-05-22 11:00:00
James Wilson,POPST243,Test,2024-02-14 21:00:00
Melissa Hendricks,POPST243,Assignment,2024-05-10 06:00:00
Marco Ferguson,AGBUS262,Quiz,2024-02-03 13:00:00
Jon Love II,DSIGN820,Test,2024-04-25 03:00:00
Nichole Fields,DSIGN820,Quiz,2024-01-18 22:00:00
Joe Wheeler,DSIGN820,Quiz,2024-01-20 12:00:00
Thomas Burton,APPLN466,Test,2024-04-16 18:00:00
Megan Ray,MUSIC262,Test,2024-05-24 13:00:00
Elizabeth May,MUSIC262,Assignment,2024-03-06 23:00:00
Rebecca Castillo,SCMGT925,Quiz,2024-04-11 09:00:00
Joel Taylor,MNMGT179,Quiz,2024-03-26 20:00:00
Tina Parker,MNMGT179,Assignment,2024-05-17 17:00:00
Joshua Erickson,MNMGT179,Assignment,2024-05-20 03:00:00
Jeffrey Smith,SCMGT611,Test,2024-04-03 18:00:00
Tracy Cole,SCMGT611,Assignment,2024-03-01 22:00:00
Jennifer Humphrey,HTHAL189,Quiz,2024-05-04 08:00:00
Javier Jones,ACCTN517,Assignment,2024-04-08 21:00:00
Samuel Green,TEACH198,Test,2024-05-08 22:00:00
Olivia Blanchard,TEACH198,Test,2024-02-11 17:00:00
Tina Simpson,THMGT198,Assignment,2024-05-19 04:00:00
Jamie Pruitt,THMGT198,Assignment,2024-05-16 20:00:00
Hayden Coffey,HRMGT254,Test,2024-03-25 18:00:00
Jared Moore,HRMGT254,Quiz,2024-04-18 02:00:00
Mandy Morgan,HRMGT254,Test,2024-05-10 18:00:00
Phyllis Nelson,CLIMT680,Quiz,2024-02-24 00:00:00
Loretta Cox,CLIMT680,Test,2024-01-03 14:00:00
Mr. Matthew Miller,MUSIC707,Assignment,2024-03-30 17:00:00
Mark Gay,MUSIC707,Assignment,2024-04-08 12:00:00
William Smith,MUSIC707,Assignment,2024-04-04 16:00:00
James Hunt,FINAN690,Quiz,2024-03-19 17:00:00
Tamara Ortiz DDS,FINAN690,Test,2024-02-07 14:00:00
Ryan Hernandez,LABST537,Quiz,2024-01-03 08:00:00
Eduardo Perez,LABST537,Assignment,2024-05-25 16:00:00
Brian Armstrong,LABST537,Assignment,2024-03-31 09:00:00
Jeffrey Velazquez,ENSLA611,Assignment,2024-02-07 01:00:00
Erin Williams,ENSLA611,Test,2024-04-25 12:00:00
Latasha Harris,THEDR271,Test,2024-05-20 03:00:00
Glen Baker,HISTY925,Test,2024-04-03 18:00:00
Robert Boyd,HISTY925,Assignment,2024-03-30 23:00:00
James Hammond,HISTY925,Assignment,2024-04-02 05:00:00
Rose Perry,SOCIO951,Test,2024-04-25 09:00:00
Tyler Lynch,SOCIO951,Test,2024-02-22 05:00:00
Tammy Nolan,CRSCI820,Quiz,2024-04-14 04:00:00
Vincent Anderson,APPLN690,Test,2024-05-04 05:00:00
Frank Wilkins,APPLN690,Quiz,2024-03-07 20:00:00
Samantha Gonzalez,HSHUP752,Test,2024-03-26 03:00:00
Linda Day,HSHUP752,Test,2024-01-19 22:00:00
Pamela Krueger MD,EDUCA517,Quiz,2024-02-29 12:00:00
Ashley Frazier,AIMLX867,Quiz,2024-03-28 17:00:00
Mitchell Hernandez,AIMLX867,Quiz,2024-05-22 03:00:00
Jeffrey Chan,ARTSW867,Test,2024-02-28 21:00:00
Brittany Dean,SDCOA690,Assignment,2024-04-28 21:00:00
Benjamin Perry,SDCOA690,Test,2024-01-09 16:00:00
Kristina Young,TOEDR682,Quiz,2024-02-25 03:00:00
Frank Alexander,MRKTG951,Quiz,2024-04-14 04:00:00
Kristen Vega,MRKTG951,Quiz,2024-02-26 19:00:00
Kendra Williams,ENGCV669,Test,2024-05-11 15:00:00
Joshua Ferguson,ENGCV669,Quiz,2024-02-16 12:00:00
Scott Baker,GEOGY867,Test,2024-04-24 19:00:00
Cassie King,HRMGT690,Assignment,2024-01-29 18:00:00
Emily Warren,HTHPR397,Quiz,2024-04-25 07:00:00
Robert Clark,HLTSC669,Assignment,2024-01-05 11:00:00
Catherine Martin,HLTSC669,Assignment,2024-02-16 07:00:00
Omar Manning,HLTSC669,Test,2024-03-25 19:00:00
Christina Griffith,SCIEN752,Assignment,2024-02-01 18:00:00
Tony Wright,ECONS820,Test,2024-03-06 06:00:00
David Morales,ECONS820,Test,2024-04-28 02:00:00
Wendy Patton,HTHAL951,Assignment,2024-02-28 14:00:00
Marvin Clark,HTHAL951,Test,2024-01-22 04:00:00
Casey Carlson,HTHAL951,Test,2024-05-28 13:00:00
Katelyn Gillespie,GLOBE951,Quiz,2024-04-21 10:00:00
Kathleen Morris,GLOBE951,Quiz,2024-02-24 08:00:00
Lacey Sutton,MEDIA680,Test,2024-03-26 02:00:00
Andrea Fox,INDIP537,Test,2024-02-05 15:00:00
Jacqueline Barrett,INDIP537,Quiz,2024-05-13 20:00:00
Richard French,INDIP537,Quiz,2024-02-09 09:00:00
Brandy Dean,HLTSC867,Quiz,2024-02-06 15:00:00
Ryan Robinson,HLTSC867,Quiz,2024-03-25 08:00:00
Cassandra Jones,HLTSC867,Assignment,2024-05-18 05:00:00
Sabrina Valencia,MAOED752,Assignment,2024-03-23 08:00:00
Ashley Holland,MATHS517,Assignment,2024-02-15 22:00:00
Michael Fuentes,MATHS517,Assignment,2024-02-04 10:00:00
Kristi Moore,HTHPR189,Quiz,2024-03-30 14:00:00
Alexis James,MRKTG208,Quiz,2024-04-29 10:00:00
Valerie Steele,MRKTG208,Assignment,2024-03-31 03:00:00
Kimberly Cook,MNMGT682,Assignment,2024-04-24 09:00:00
David Jefferson,MNMGT682,Quiz,2024-02-14 01:00:00
Michael Moore,MNMGT682,Test,2024-03-29 17:00:00
Ruben Anthony,EDSOC243,Quiz,2024-04-23 06:00:00
Debbie Jones,EDSOC243,Test,2024-04-22 13:00:00
Emma Martin,EDSOC243,Quiz,2024-03-18 14:00:00
Justin Campbell,ENSLA812,Assignment,2024-05-14 00:00:00
Kimberly Dunn,ENSLA812,Test,2024-01-25 01:00:00
Scott Rodriguez,ENSLA812,Test,2024-03-17 07:00:00
Bryan Lutz,HRMGT707,Assignment,2024-03-02 22:00:00
Victoria Golden,HRMGT707,Assignment,2024-01-29 20:00:00
Evelyn Hanson,JAPAN208,Quiz,2024-03-12 04:00:00
David Tran,JAPAN208,Assignment,2024-02-28 02:00:00
Amanda Houston,SCIED806,Test,2024-05-18 13:00:00
Tara Harris,SCIED806,Test,2024-01-06 08:00:00
Robert Robinson,SCIED806,Test,2024-04-28 09:00:00
Jorge Sullivan,TOEDR611,Assignment,2024-03-14 05:00:00
Isaac Bishop,TOEDR611,Quiz,2024-04-10 07:00:00
Kathleen Mills,TOEDR611,Assignment,2024-01-15 15:00:00
Peter Norman,JAPAN903,Test,2024-03-02 22:00:00
Jeffrey Parker,JAPAN903,Test,2024-03-20 05:00:00
John Guzman,CMYHE820,Quiz,2024-03-25 21:00:00
Catherine Shaw,CMYHE820,Assignment,2024-01-04 00:00:00
Natalie Williams,LEGAL867,Quiz,2024-03-14 09:00:00
Jacob Davis,LEGAL867,Test,2024-05-25 11:00:00
Nancy Ryan,LCOMM378,Assignment,2024-03-12 14:00:00
Frederick Chang,LCOMM378,Quiz,2024-01-06 10:00:00
Hector Heath,HLTSC806,Assignment,2024-02-17 23:00:00
Julie Cantu,HLTSC806,Quiz,2024-04-09 09:00:00
Jeffery Alvarado,TEEDU806,Test,2024-02-16 06:00:00
Allison Williams,TEEDU806,Test,2024-02-26 02:00:00
Frances Perez,MUSIC466,Quiz,2024-02-11 15:00:00
Sarah Blair,MUSIC466,Assignment,2024-04-11 00:00:00
Rachel Bray,NURSE611,Test,2024-02-18 17:00:00
Donna Freeman,HRMGT189,Quiz,2024-02-20 11:00:00
Sherri Nichols,BUSAN378,Assignment,2024-03-15 09:00:00
Mary Pace,BUSAN378,Quiz,2024-02-11 16:00:00
Steven Reyes,BUSAN378,Assignment,2024-05-06 09:00:00
Samantha Haynes,EARTH806,Quiz,2024-04-29 13:00:00
Ann Morgan,EARTH806,Assignment,2024-01-04 02:00:00
George Cabrera,EARTH806,Quiz,2024-02-11 09:00:00
Lauren Mitchell,ENGCB179,Test,2024-01-03 03:00:00
Sean Callahan,LABST867,Test,2024-05-05 16:00:00
Michael Lawrence,LABST867,Quiz,2024-05-04 22:00:00
Cody Hansen,DANCE806,Assignment,2024-02-19 08:00:00
Jennifer Walker,SOCIO682,Quiz,2024-04-28 22:00:00
Seth Nunez,SOCIO682,Quiz,2024-03-26 22:00:00
Andre Miller,CMYHE198,Test,2024-03-16 02:00:00
Brandon Perry,CMYHE198,Test,2024-01-16 07:00:00
Brian Peterson,SOCWK812,Assignment,2024-02-13 22:00:00
Tammy Pratt,SOCWK812,Assignment,2024-03-15 08:00:00
Matthew Burns,ENGCB867,Quiz,2024-01-16 17:00:00
Alyssa Costa,ENGCB867,Test,2024-01-13 22:00:00
Erik Donaldson,DANCE466,Assignment,2024-03-20 15:00:00
Robert Perry,COUNS243,Test,2024-01-30 15:00:00
Charles Jones,COUNS243,Quiz,2024-04-10 08:00:00
Matthew Hendricks,COUNS243,Assignment,2024-02-01 17:00:00
Natalie Smith,HTHAL397,Test,2024-01-28 04:00:00
Jeffrey Baker,FPSYC208,Assignment,2024-05-11 13:00:00
Derek Garcia,POLCY397,Quiz,2024-02-13 09:00:00
Logan Reed,POLCY397,Assignment,2024-01-14 07:00:00
Michael Jones,POLCY397,Quiz,2024-05-07 05:00:00
Shelby Key,THSTS517,Test,2024-03-28 10:00:00
Mary Hawkins,THSTS517,Assignment,2024-03-05 19:00:00
Francisco Adams,ANTHY903,Quiz,2024-03-03 02:00:00
William Stewart,SCIEN262,Test,2024-03-16 21:00:00
Vicki Morris,IRSST867,Quiz,2024-04-26 08:00:00
Carol Wilson,STATS466,Assignment,2024-03-22 22:00:00
Kayla Mason,STATS466,Test,2024-01-20 17:00:00
Nicole Kline,STATS466,Assignment,2024-04-24 08:00:00
Tracy Anderson,ENGEN378,Quiz,2024-04-06 22:00:00
Tracy Mills,ENGEN378,Quiz,2024-01-12 12:00:00
Ryan Peters,EVSOC867,Quiz,2024-01-09 07:00:00
Mary Gomez,EVSOC867,Quiz,2024-05-22 01:00:00
Jenna James,TEPRO707,Assignment,2024-04-13 01:00:00
Dan Acevedo,ARTSW951,Assignment,2024-02-19 22:00:00
Robert Williams,MTHED951,Quiz,2024-02-04 03:00:00
Taylor Hart,DANCE189,Quiz,2024-02-10 14:00:00
Dawn Mitchell,DATAA243,Quiz,2024-03-21 08:00:00
Kimberly Aguilar,BIOMO903,Assignment,2024-03-07 08:00:00
Brian Rodriguez,LINGS254,Test,2024-01-02 18:00:00
Norma Hardy,LINGS254,Test,2024-01-27 07:00:00
Katelyn Clark,MARIN669,Test,2024-01-04 15:00:00
Christina Miles,MARIN669,Test,2024-02-20 09:00:00
Leah Clements,WGSTS690,Quiz,2024-01-25 21:00:00
Fred Bailey,EDUCA208,Test,2024-05-09 15:00:00
Christopher Stewart,HLTSC466,Assignment,2024-02-22 00:00:00
Kelly Anderson,HISTY951,Assignment,2024-02-27 18:00:00
Shawn Macias,HISTY951,Assignment,2024-01-10 22:00:00
Dylan Ramirez,HISTY951,Assignment,2024-03-10 15:00:00
Gloria Reyes,SOCPY812,Quiz,2024-03-04 19:00:00
Nicholas Vega,SOCPY812,Quiz,2024-05-20 21:00:00
Donald Foley,SOCPY812,Assignment,2024-04-25 13:00:00
Nancy Dunn,DANCE669,Assignment,2024-03-19 08:00:00
John Avila,DANCE669,Quiz,2024-05-12 11:00:00
Todd Miller,DANCE669,Quiz,2024-02-28 12:00:00
Michelle Hall,HSHUP397,Quiz,2024-02-19 09:00:00
Nicole Chaney,HSHUP397,Test,2024-02-07 03:00:00
Adam Torres,INTLC903,Assignment,2024-02-26 13:00:00
Nicholas Anderson,INTLC903,Quiz,2024-02-15 06:00:00
Toni Hanson DDS,INTLC903,Test,2024-02-03 10:00:00
Chad Greer,THEDR951,Assignment,2024-01-19 04:00:00
Kristin Trevino,THEDR951,Quiz,2024-03-07 04:00:00
Deborah Cabrera,THEDR951,Test,2024-05-10 06:00:00
Timothy Gardner,CMYHE611,Test,2024-01-16 14:00:00
James Sharp,CMYHE611,Assignment,2024-01-24 11:00:00
Deborah Ross DDS,CMYHE611,Assignment,2024-04-11 18:00:00
Jaime Gamble,EDSOC517,Test,2024-02-25 07:00:00
Lisa Fields,EDSOC517,Test,2024-01-18 00:00:00
Mark Summers,EDSOC517,Assignment,2024-05-18 14:00:00
Arthur Benson,ARTSW537,Test,2024-04-12 11:00:00
Ryan Mitchell,ARTSW537,Assignment,2024-05-07 16:00:00
Alexander Campbell,ARTSW537,Assignment,2024-01-15 10:00:00
Louis Kent,ENGEV243,Test,2024-03-16 08:00:00
Peggy Bradley,ENGEV243,Test,2024-05-16 10:00:00
Chelsea Wilkerson,ENGEV243,Test,2024-03-05 14:00:00
Alexandra Kennedy,HDEVP806,Quiz,2024-03-24 05:00:00
Gregory Evans,SCIED243,Test,2024-04-26 12:00:00
Amanda Padilla,SCIED243,Test,2024-01-02 23:00:00
Miss Kimberly Thompson,SCIED243,Assignment,2024-01-30 12:00:00
Colton Dunn,TEEDU966,Test,2024-02-16 21:00:00
Danielle Johnson,TEEDU966,Assignment,2024-04-07 11:00:00
Amy Greene,TEEDU966,Quiz,2024-04-29 01:00:00
Jennifer Richardson,ENGCB669,Test,2024-04-08 04:00:00
Kyle Martin,ENGCB669,Test,2024-04-07 18:00:00
Timothy Benson,ENGCB669,Assignment,2024-01-29 06:00:00
Jose Davis,TWEDR951,Quiz,2024-04-19 05:00:00
Jonathan Walker,TWEDR951,Test,2024-03-05 09:00:00
Laura Sanford,GEOGY466,Assignment,2024-04-05 09:00:00
Scott Pratt,GEOGY466,Assignment,2024-02-04 06:00:00
Jennifer Johnson,GEOGY466,Assignment,2024-04-30 21:00:00
Robert Campbell,ACCTN682,Assignment,2024-04-03 17:00:00
Rachel Wilkins,PRMGT707,Quiz,2024-03-22 23:00:00
Lisa Martinez,PRMGT707,Test,2024-04-01 20:00:00
Mindy Ferguson,EDUCA254,Test,2024-04-22 01:00:00
Mark Ramirez,EDUCA254,Test,2024-01-07 08:00:00
John Crane,LEADR752,Quiz,2024-02-22 01:00:00
Luis Sanchez,LEADR752,Assignment,2024-02-02 11:00:00
Tiffany Church,LEADR752,Quiz,2024-03-22 00:00:00
Andrew Stone,SOCIO707,Assignment,2024-04-01 20:00:00
Rachel Jones,HUMRI903,Quiz,2024-01-02 05:00:00
Jennifer Lopez,HUMRI903,Quiz,2024-05-14 16:00:00
Justin Hall,HUMRI903,Assignment,2024-02-13 13:00:00
Penny Frye,SCIEN611,Test,2024-05-22 18:00:00
Debra Hall,SCIEN611,Quiz,2024-04-23 12:00:00
Yesenia Burnett,SCIEN611,Assignment,2024-04-03 12:00:00
Barbara Jones,CHEMY189,Quiz,2024-04-12 04:00:00
Thomas Fuller,CHEMY189,Assignment,2024-01-01 16:00:00
Sandra Rubio,EDART466,Test,2024-01-04 14:00:00
Meghan Campbell,EDART466,Assignment,2024-04-13 10:00:00
Gail Chapman,EDART262,Quiz,2024-03-07 12:00:00
Joseph Porter,EDART262,Quiz,2024-05-01 17:00:00
Alex Shepherd,ENGEV903,Quiz,2024-02-14 20:00:00
Nathan Wilson,ENGEV903,Quiz,2024-01-19 23:00:00
Ronnie Hogan,ENGEV903,Assignment,2024-03-16 21:00:00
William Perez,SOCPY690,Quiz,2024-01-13 13:00:00
Luke Thomas,SOCPY690,Quiz,2024-01-05 02:00:00
Bryan Powell,HISTY903,Quiz,2024-03-06 12:00:00
Joseph Herring,HISTY903,Test,2024-05-26 00:00:00
Ann Jenkins,EXMBA806,Test,2024-01-21 13:00:00
Thomas Lee,EXMBA806,Test,2024-05-20 10:00:00
Cassandra Jenkins,EXMBA806,Quiz,2024-01-07 02:00:00
Brent Rodriguez,CLIMT537,Assignment,2024-02-24 14:00:00
Ronald Quinn,CLIMT537,Quiz,2024-03-29 12:00:00
Cassandra Tucker,SCTED262,Quiz,2024-03-16 11:00:00
Aaron Ford,SCTED262,Assignment,2024-04-19 20:00:00
Derek Wright,MAORI262,Quiz,2024-01-20 23:00:00
Cynthia Stewart,APPLN682,Assignment,2024-05-27 02:00:00
Melvin Hogan,APPLN682,Test,2024-04-12 21:00:00
Devin Garcia,MGSUS680,Assignment,2024-03-14 09:00:00
Nathan Moran,CHEMY254,Test,2024-03-28 11:00:00
Daniel Young,CHEMY254,Quiz,2024-04-24 15:00:00
Samantha Jackson,CHEMY254,Test,2024-02-19 01:00:00
Audrey Rivera,MEDIA903,Test,2024-05-14 11:00:00
Jeremy Horne,MEDIA903,Test,2024-02-24 10:00:00
Cassandra Anderson,BIOMD466,Assignment,2024-04-23 02:00:00
Cynthia Turner,BIOMD466,Assignment,2024-04-19 05:00:00
Stacey Preston,ENGMP517,Assignment,2024-02-08 01:00:00
Teresa Anderson,ENGMP517,Test,2024-03-30 02:00:00
Kara Ramirez,ENVPL198,Assignment,2024-04-15 20:00:00
Daniel Griffin,ENVPL198,Test,2024-03-18 19:00:00
Michael Rice,ENVPL198,Quiz,2024-04-17 15:00:00
Allison Frey,LCOMM262,Quiz,2024-04-08 06:00:00
Nancy Ruiz,SOCPY517,Quiz,2024-03-01 03:00:00
Martin Bartlett,WGSTS198,Assignment,2024-03-02 05:00:00
Jamie Jones,WGSTS198,Assignment,2024-05-12 13:00:00
Patrick Martin,WGSTS198,Quiz,2024-05-11 12:00:00
Leon Lozano,SCIEN517,Assignment,2024-03-13 05:00:00
Patricia Garcia DDS,SCIEN517,Test,2024-05-09 13:00:00
Kevin Hancock,SCIEN517,Test,2024-03-06 03:00:00
Scott Clark,LCOMM903,Test,2024-04-16 18:00:00
Sarah Rice,LCOMM903,Test,2024-02-29 18:00:00
Julie Nelson,LCOMM903,Quiz,2024-05-19 21:00:00
Thomas Cooper,FOUND951,Assignment,2024-05-11 14:00:00
Maria Wilson,FOUND951,Quiz,2024-01-13 15:00:00
Zoe Diaz,CLIMT243,Quiz,2024-04-22 05:00:00
Kayla Davenport,AIMLX682,Assignment,2024-02-10 02:00:00
Alyssa Woods,JAPAN614,Assignment,2024-04-02 07:00:00
Christopher Howard,JAPAN614,Assignment,2024-03-04 21:00:00
Patrick Molina,JAPAN614,Test,2024-03-17 14:00:00
Benjamin Steele,INDIP397,Test,2024-01-29 17:00:00
Nathan Garner,DINST806,Test,2024-01-27 03:00:00
Deanna Fowler,DINST806,Quiz,2024-04-09 05:00:00
Jasmine Black,DSIGN867,Quiz,2024-05-04 17:00:00
Rachel Smith,DSIGN867,Assignment,2024-03-19 17:00:00
Anna Rivera,LABST271,Quiz,2024-01-12 23:00:00
Rachel Ruiz,LABST271,Test,2024-02-07 01:00:00
Debbie Thomas,ENGMP951,Quiz,2024-05-04 04:00:00
Jeffrey Jones,CAENL254,Quiz,2024-03-10 07:00:00
Ashley Shaw,CAENL254,Test,2024-05-27 22:00:00
Benjamin Smith,CAENL254,Quiz,2024-01-19 00:00:00
Stephen Cooper MD,THEDR806,Assignment,2024-01-23 10:00:00
Phillip Wall,THEDR806,Quiz,2024-02-21 06:00:00
Erin Clark,LCOMM690,Quiz,2024-01-03 14:00:00
Terri Roberts,MATHS680,Assignment,2024-05-11 22:00:00
Amy Johnson,MATHS680,Assignment,2024-03-24 05:00:00
David Gonzales,HPSCI903,Test,2024-02-28 19:00:00
Harry Kelley,HPSCI903,Quiz,2024-03-13 05:00:00
Scott Riddle,HPSCI903,Assignment,2024-01-21 08:00:00
Donald Coleman,STATS208,Quiz,2024-05-08 18:00:00
Anthony Dudley,CRIMN466,Assignment,2024-04-05 07:00:00
Michael Hunt,CRIMN466,Assignment,2024-02-10 13:00:00
Allen Ramos,CRIMN466,Assignment,2024-01-11 03:00:00
Tyler White,EDART669,Test,2024-03-29 08:00:00
Lisa Singleton,EDART669,Quiz,2024-03-30 21:00:00
Hailey Washington,EDART669,Test,2024-02-16 00:00:00
Kari Haley,MRKTG707,Quiz,2024-01-08 18:00:00
Lisa Miller,MRKTG707,Quiz,2024-02-29 23:00:00
Peter Beard,MRKTG707,Assignment,2024-03-11 21:00:00
Joseph Moore,SCMGT812,Quiz,2024-02-29 11:00:00
William Kim DDS,SCMGT812,Assignment,2024-02-20 05:00:00
Cassandra West,EDUCA680,Assignment,2024-04-22 13:00:00
